Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used
21/08/2024,11:55AM,22.522kWh,1.521kWh/kW,"2,022W","2,388W",0.161kW/kW,27.7C,233.9V,3.064kWh,252W
21/08/2024,11:50AM,22.323kWh,1.508kWh/kW,"2,623W","2,736W",0.185kW/kW,27.7C,234.6V,3.043kWh,240W
21/08/2024,11:45AM,22.095kWh,1.492kWh/kW,"2,449W","2,688W",0.182kW/kW,28.4C,232.7V,3.023kWh,252W
21/08/2024,11:40AM,21.871kWh,1.477kWh/kW,"3,299W","4,656W",0.314kW/kW,28.4C,234.3V,3.002kWh,252W
21/08/2024,11:35AM,21.483kWh,1.451kWh/kW,"4,112W","7,092W",0.479kW/kW,27.8C,234.1V,2.981kWh,252W
21/08/2024,11:30AM,20.892kWh,1.411kWh/kW,"13,269W","6,852W",0.463kW/kW,27.9C,239.5V,2.960kWh,252W
21/08/2024,11:25AM,20.321kWh,1.373kWh/kW,"2,940W","2,748W",0.186kW/kW,28.1C,232.7V,2.939kWh,228W
21/08/2024,11:20AM,20.092kWh,1.357kWh/kW,"4,212W","7,788W",0.526kW/kW,28.1C,234.2V,2.920kWh,144W
21/08/2024,11:15AM,19.443kWh,1.313kWh/kW,"11,836W","4,644W",0.314kW/kW,27.6C,238.8V,2.908kWh,156W
21/08/2024,11:10AM,19.056kWh,1.287kWh/kW,"3,192W","4,776W",0.323kW/kW,27.6C,234.6V,2.895kWh,144W
21/08/2024,11:05AM,18.658kWh,1.260kWh/kW,"3,740W","4,416W",0.298kW/kW,27.5C,232.6V,2.883kWh,144W
21/08/2024,11:00AM,18.290kWh,1.235kWh/kW,"11,770W","8,340W",0.563kW/kW,27.5C,238.4V,2.871kWh,144W
21/08/2024,10:55AM,17.595kWh,1.188kWh/kW,"2,188W","4,332W",0.293kW/kW,27.5C,234.7V,2.859kWh,156W
21/08/2024,10:50AM,17.234kWh,1.164kWh/kW,"3,316W","4,452W",0.301kW/kW,27.2C,234.4V,2.846kWh,180W
21/08/2024,10:45AM,16.863kWh,1.139kWh/kW,"9,823W","10,956W",0.740kW/kW,27.1C,237.4V,2.831kWh,252W
21/08/2024,10:40AM,15.950kWh,1.077kWh/kW,"10,825W","6,744W",0.456kW/kW,27.2C,238.5V,2.810kWh,240W
21/08/2024,10:35AM,15.388kWh,1.039kWh/kW,"2,698W","4,620W",0.312kW/kW,27.2C,231.2V,2.790kWh,252W
21/08/2024,10:30AM,15.003kWh,1.013kWh/kW,"2,252W","4,248W",0.287kW/kW,26.4C,231.6V,2.769kWh,312W
21/08/2024,10:25AM,14.649kWh,0.989kWh/kW,"3,625W","5,472W",0.370kW/kW,26.4C,232.6V,2.743kWh,348W
21/08/2024,10:20AM,14.193kWh,0.959kWh/kW,"9,592W","9,072W",0.613kW/kW,26.4C,236.1V,2.714kWh,348W
21/08/2024,10:15AM,13.437kWh,0.908kWh/kW,"9,147W","5,076W",0.343kW/kW,26.8C,236.2V,2.685kWh,336W
21/08/2024,10:10AM,13.014kWh,0.879kWh/kW,"1,390W","4,116W",0.278kW/kW,26.8C,230.7V,2.657kWh,240W
21/08/2024,10:05AM,12.671kWh,0.856kWh/kW,"8,021W","8,412W",0.568kW/kW,24.0C,236.2V,2.637kWh,240W
21/08/2024,10:00AM,11.970kWh,0.809kWh/kW,"1,492W","3,588W",0.242kW/kW,26.8C,231.4V,2.617kWh,240W
21/08/2024,9:55AM,11.671kWh,0.788kWh/kW,"8,542W","5,364W",0.362kW/kW,24.0C,237.6V,2.597kWh,240W
21/08/2024,9:50AM,11.224kWh,0.758kWh/kW,"1,935W","2,664W",0.180kW/kW,24.0C,232.5V,2.577kWh,240W
21/08/2024,9:45AM,11.002kWh,0.743kWh/kW,"6,446W","7,560W",0.511kW/kW,25.7C,234.4V,2.557kWh,240W
21/08/2024,9:40AM,10.372kWh,0.701kWh/kW,"7,427W","7,560W",0.511kW/kW,25.7C,236.6V,2.537kWh,252W
21/08/2024,9:35AM,9.742kWh,0.658kWh/kW,"7,247W","7,080W",0.478kW/kW,25.8C,237.1V,2.516kWh,324W
21/08/2024,9:30AM,9.152kWh,0.618kWh/kW,"6,924W","6,984W",0.472kW/kW,25.8C,234.0V,2.489kWh,336W
21/08/2024,9:25AM,8.570kWh,0.579kWh/kW,"6,790W","6,684W",0.451kW/kW,25.8C,234.4V,2.461kWh,348W
21/08/2024,9:20AM,8.013kWh,0.541kWh/kW,"6,532W","6,492W",0.439kW/kW,25.8C,234.6V,2.432kWh,336W
21/08/2024,9:15AM,7.472kWh,0.505kWh/kW,"6,303W","6,288W",0.425kW/kW,25.1C,233.2V,2.404kWh,348W
21/08/2024,9:10AM,6.948kWh,0.469kWh/kW,"6,107W","6,108W",0.413kW/kW,25.1C,234.9V,2.375kWh,348W
21/08/2024,9:05AM,6.439kWh,0.435kWh/kW,"5,879W","5,976W",0.404kW/kW,25.1C,235.7V,2.346kWh,360W
21/08/2024,9:00AM,5.941kWh,0.401kWh/kW,"5,678W","5,628W",0.380kW/kW,24.6C,234.7V,2.316kWh,348W
21/08/2024,8:55AM,5.472kWh,0.370kWh/kW,"5,403W","5,460W",0.369kW/kW,24.6C,233.5V,2.287kWh,384W
21/08/2024,8:50AM,5.017kWh,0.339kWh/kW,"5,217W","5,256W",0.355kW/kW,25.0C,232.5V,2.255kWh,372W
21/08/2024,8:45AM,4.579kWh,0.309kWh/kW,"4,939W","4,956W",0.335kW/kW,25.0C,232.5V,2.224kWh,276W
21/08/2024,8:40AM,4.166kWh,0.281kWh/kW,"4,677W","4,716W",0.319kW/kW,24.2C,233.3V,2.201kWh,240W
21/08/2024,8:35AM,3.773kWh,0.255kWh/kW,"4,520W","4,512W",0.305kW/kW,24.2C,234.2V,2.181kWh,144W
21/08/2024,8:30AM,3.397kWh,0.229kWh/kW,"4,279W","4,344W",0.293kW/kW,23.2C,233.5V,2.169kWh,156W
21/08/2024,8:25AM,3.035kWh,0.205kWh/kW,"4,021W","3,936W",0.266kW/kW,23.2C,233.9V,2.156kWh,132W
21/08/2024,8:20AM,2.707kWh,0.183kWh/kW,"3,755W","3,540W",0.239kW/kW,23.2C,231.9V,2.145kWh,144W
21/08/2024,8:15AM,2.412kWh,0.163kWh/kW,"3,191W","3,396W",0.229kW/kW,22.9C,232.0V,2.133kWh,156W
21/08/2024,8:10AM,2.129kWh,0.144kWh/kW,"3,349W","3,480W",0.235kW/kW,21.5C,232.0V,2.120kWh,252W
21/08/2024,8:05AM,1.839kWh,0.124kWh/kW,"2,425W","2,508W",0.169kW/kW,21.5C,231.5V,2.099kWh,240W
21/08/2024,8:00AM,1.630kWh,0.110kWh/kW,"3,233W","3,288W",0.222kW/kW,21.5C,233.2V,2.079kWh,240W
21/08/2024,7:55AM,1.356kWh,0.092kWh/kW,"2,930W","2,832W",0.191kW/kW,21.5C,233.2V,2.059kWh,252W
21/08/2024,7:50AM,1.120kWh,0.076kWh/kW,"2,508W","2,388W",0.161kW/kW,21.5C,233.8V,2.038kWh,252W
21/08/2024,7:45AM,0.921kWh,0.062kWh/kW,"2,119W","2,016W",0.136kW/kW,21.5C,232.8V,2.017kWh,252W
21/08/2024,7:40AM,0.753kWh,0.051kWh/kW,"1,835W","1,728W",0.117kW/kW,21.5C,233.2V,1.996kWh,252W
21/08/2024,7:35AM,0.609kWh,0.041kWh/kW,"1,599W","1,488W",0.101kW/kW,20.8C,232.8V,1.975kWh,204W
21/08/2024,7:30AM,0.485kWh,0.033kWh/kW,"1,391W","1,272W",0.086kW/kW,20.8C,234.0V,1.958kWh,156W
21/08/2024,7:25AM,0.379kWh,0.026kWh/kW,"1,178W","1,176W",0.079kW/kW,20.8C,233.2V,1.945kWh,144W
21/08/2024,7:20AM,0.281kWh,0.019kWh/kW,"1,002W",864W,0.058kW/kW,20.3C,233.2V,1.933kWh,144W
21/08/2024,7:15AM,0.209kWh,0.014kWh/kW,773W,672W,0.045kW/kW,20.3C,233.3V,1.921kWh,144W
21/08/2024,7:10AM,0.153kWh,0.010kWh/kW,605W,540W,0.036kW/kW,20.3C,233.0V,1.909kWh,144W
21/08/2024,7:05AM,0.108kWh,0.007kWh/kW,498W,432W,0.029kW/kW,20.3C,232.8V,1.897kWh,144W
21/08/2024,7:00AM,0.072kWh,0.005kWh/kW,378W,324W,0.022kW/kW,20.3C,229.3V,1.885kWh,168W
21/08/2024,6:55AM,0.045kWh,0.003kWh/kW,212W,240W,0.016kW/kW,19.6C,229.4V,1.871kWh,264W
21/08/2024,6:50AM,0.025kWh,0.002kWh/kW,158W,156W,0.011kW/kW,19.6C,230.7V,1.849kWh,324W
21/08/2024,6:45AM,0.012kWh,0.001kWh/kW,105W,72W,0.005kW/kW,19.6C,230.2V,1.822kWh,336W
21/08/2024,6:40AM,0.006kWh,0.000kWh/kW,68W,48W,0.003kW/kW,19.6C,232.3V,1.794kWh,336W
21/08/2024,6:35AM,0.002kWh,0.000kWh/kW,36W,24W,0.002kW/kW,19.6C,229.7V,1.766kWh,348W
21/08/2024,6:30AM,0.000kWh,0.000kWh/kW,17W,0W,0.000kW/kW,19.6C,229.6V,1.737kWh,336W
21/08/2024,6:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.6C,228.9V,1.709kWh,348W
21/08/2024,6:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.6C,229.4V,1.680kWh,336W
21/08/2024,6:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.6C,229.9V,1.652kWh,360W
21/08/2024,6:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.6C,229.6V,1.622kWh,348W
21/08/2024,6:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.6C,231.0V,1.593kWh,240W
21/08/2024,6:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,232.7V,1.573kWh,252W
21/08/2024,5:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,231.3V,1.552kWh,252W
21/08/2024,5:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,231.2V,1.531kWh,252W
21/08/2024,5:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.1C,231.6V,1.510kWh,252W
21/08/2024,5:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.1C,231.2V,1.489kWh,252W
21/08/2024,5:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.1C,231.1V,1.468kWh,276W
21/08/2024,5:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.7C,229.3V,1.445kWh,336W
21/08/2024,5:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.7C,229.9V,1.417kWh,360W
21/08/2024,5:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.7C,229.9V,1.387kWh,360W
21/08/2024,5:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,230.3V,1.357kWh,372W
21/08/2024,5:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,230.2V,1.326kWh,372W
21/08/2024,5:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,230.3V,1.295kWh,372W
21/08/2024,5:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,230.0V,1.264kWh,336W
21/08/2024,4:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,230.1V,1.236kWh,192W
21/08/2024,4:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,231.9V,1.220kWh,144W
21/08/2024,4:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,232.3V,1.208kWh,144W
21/08/2024,4:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,232.3V,1.196kWh,156W
21/08/2024,4:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,232.5V,1.183kWh,144W
21/08/2024,4:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,231.8V,1.171kWh,144W
21/08/2024,4:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,232.0V,1.159kWh,156W
21/08/2024,4:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,232.0V,1.146kWh,192W
21/08/2024,4:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.7C,231.7V,1.130kWh,240W
21/08/2024,4:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.7C,231.9V,1.110kWh,252W
21/08/2024,4:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.7C,232.5V,1.089kWh,240W
21/08/2024,4:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.7C,231.7V,1.069kWh,240W
21/08/2024,3:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.7C,231.6V,1.049kWh,264W
21/08/2024,3:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,231.6V,1.027kWh,240W
21/08/2024,3:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,231.5V,1.007kWh,252W
21/08/2024,3:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,232.0V,0.986kWh,264W
21/08/2024,3:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,231.2V,0.964kWh,216W
21/08/2024,3:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,232.2V,0.946kWh,156W
21/08/2024,3:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,231.8V,0.933kWh,144W
21/08/2024,3:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,231.3V,0.921kWh,180W
21/08/2024,3:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,231.9V,0.906kWh,240W
21/08/2024,3:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,231.8V,0.886kWh,240W
21/08/2024,3:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.4C,231.4V,0.866kWh,240W
21/08/2024,3:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.7C,231.3V,0.846kWh,240W
21/08/2024,2:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,231.8V,0.826kWh,288W
21/08/2024,2:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,230.3V,0.802kWh,336W
21/08/2024,2:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,230.7V,0.774kWh,324W
21/08/2024,2:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,231.5V,0.747kWh,336W
21/08/2024,2:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,231.0V,0.719kWh,336W
21/08/2024,2:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,232.8V,0.691kWh,324W
21/08/2024,2:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.0C,231.7V,0.664kWh,336W
21/08/2024,2:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.0C,232.7V,0.636kWh,348W
21/08/2024,2:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.0C,233.1V,0.607kWh,336W
21/08/2024,2:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.0C,232.5V,0.579kWh,336W
21/08/2024,2:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.0C,232.4V,0.551kWh,348W
21/08/2024,2:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,232.2V,0.522kWh,348W
21/08/2024,1:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,232.9V,0.493kWh,348W
21/08/2024,1:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,232.1V,0.464kWh,348W
21/08/2024,1:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,232.0V,0.435kWh,372W
21/08/2024,1:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.5C,231.7V,0.404kWh,288W
21/08/2024,1:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.5C,232.3V,0.380kWh,264W
21/08/2024,1:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.9C,232.9V,0.358kWh,240W
21/08/2024,1:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.9C,233.1V,0.338kWh,264W
21/08/2024,1:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.9C,232.6V,0.316kWh,264W
21/08/2024,1:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.9C,233.3V,0.294kWh,264W
21/08/2024,1:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.9C,232.6V,0.272kWh,264W
21/08/2024,1:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,232.9V,0.250kWh,348W
21/08/2024,1:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.9C,232.4V,0.221kWh,252W
21/08/2024,12:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,232.2V,0.200kWh,240W
21/08/2024,12:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,232.5V,0.180kWh,252W
21/08/2024,12:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.5C,232.9V,0.159kWh,252W
21/08/2024,12:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.5C,233.0V,0.138kWh,240W
21/08/2024,12:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.6C,233.0V,0.118kWh,264W
21/08/2024,12:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.6C,231.7V,0.096kWh,252W
21/08/2024,12:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.6C,232.4V,0.075kWh,252W
21/08/2024,12:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.6C,232.6V,0.054kWh,204W
21/08/2024,12:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.9C,232.4V,0.037kWh,156W
21/08/2024,12:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,19.9C,233.6V,0.024kWh,144W
21/08/2024,12:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,233.0V,0.012kWh,144W
21/08/2024,12:00AM,0.000kWh,0.000kWh/kW,0W,-,-,20.2C,233.5V,0.000kWh,0W
20/08/2024,11:55PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.2C,232.9V,10.574kWh,156W
20/08/2024,11:50PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.2C,233.2V,10.561kWh,144W
20/08/2024,11:45PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.2C,233.9V,10.549kWh,180W
20/08/2024,11:40PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.2C,233.7V,10.534kWh,240W
20/08/2024,11:35PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.2C,232.0V,10.514kWh,252W
20/08/2024,11:30PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.5C,232.1V,10.493kWh,288W
20/08/2024,11:25PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.5C,231.8V,10.469kWh,324W
20/08/2024,11:20PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.8C,231.3V,10.442kWh,336W
20/08/2024,11:15PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.8C,231.5V,10.414kWh,324W
20/08/2024,11:10PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.8C,231.2V,10.387kWh,348W
20/08/2024,11:05PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,20.8C,232.5V,10.358kWh,360W
20/08/2024,11:00PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.1C,231.2V,10.328kWh,468W
20/08/2024,10:55PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.1C,230.5V,10.289kWh,468W
20/08/2024,10:50PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.1C,230.9V,10.250kWh,468W
20/08/2024,10:45PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.1C,231.2V,10.211kWh,528W
20/08/2024,10:40PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.1C,230.4V,10.167kWh,624W
20/08/2024,10:35PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.1C,228.4V,10.115kWh,948W
20/08/2024,10:30PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.1C,223.0V,10.036kWh,588W
20/08/2024,10:25PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.1C,231.3V,9.987kWh,708W
20/08/2024,10:20PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.1C,228.0V,9.928kWh,888W
20/08/2024,10:15PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.4C,227.8V,9.854kWh,612W
20/08/2024,10:10PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.4C,230.5V,9.803kWh,708W
20/08/2024,10:05PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.4C,229.4V,9.744kWh,480W
20/08/2024,10:00PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.4C,229.6V,9.704kWh,540W
20/08/2024,9:55PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.7C,230.8V,9.659kWh,792W
20/08/2024,9:50PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,21.7C,227.7V,9.593kWh,528W
20/08/2024,9:45PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.0C,230.8V,9.549kWh,756W
20/08/2024,9:40PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.0C,226.8V,9.486kWh,732W
20/08/2024,9:35PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.0C,229.9V,9.425kWh,696W
20/08/2024,9:30PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.0C,229.8V,9.367kWh,540W
20/08/2024,9:25PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.0C,230.1V,9.322kWh,552W
20/08/2024,9:20PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.2C,229.4V,9.276kWh,588W
20/08/2024,9:15PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.2C,231.1V,9.227kWh,564W
20/08/2024,9:10PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.2C,229.8V,9.180kWh,576W
20/08/2024,9:05PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.2C,228.5V,9.132kWh,564W
20/08/2024,9:00PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.2C,230.5V,9.085kWh,480W
20/08/2024,8:55PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.2C,229.7V,9.045kWh,444W
20/08/2024,8:50PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.2C,229.8V,9.008kWh,612W
20/08/2024,8:45PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.3C,226.8V,8.957kWh,672W
20/08/2024,8:40PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.3C,229.2V,8.901kWh,528W
20/08/2024,8:35PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.6C,229.6V,8.857kWh,540W
20/08/2024,8:30PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.6C,227.2V,8.812kWh,552W
20/08/2024,8:25PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.6C,229.5V,8.766kWh,624W
20/08/2024,8:20PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.6C,228.4V,8.714kWh,648W
20/08/2024,8:15PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.8C,229.1V,8.660kWh,624W
20/08/2024,8:10PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.8C,229.8V,8.608kWh,720W
20/08/2024,8:05PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,22.8C,228.7V,8.548kWh,636W
20/08/2024,8:00PM,65.360kWh,4.415kWh/kW,5W,0W,0.000kW/kW,23.1C,230.2V,8.495kWh,528W
20/08/2024,7:55PM,65.360kWh,4.415kWh/kW,0W,0W,0.000kW/kW,23.3C,229.5V,8.451kWh,648W
20/08/2024,7:50PM,65.360kWh,4.415kWh/kW,0W,12W,0.001kW/kW,23.3C,226.4V,8.397kWh,588W
20/08/2024,7:45PM,65.359kWh,4.415kWh/kW,27W,36W,0.002kW/kW,23.3C,229.5V,8.348kWh,444W
20/08/2024,7:40PM,65.356kWh,4.414kWh/kW,47W,48W,0.003kW/kW,23.3C,230.9V,8.311kWh,396W
20/08/2024,7:35PM,65.352kWh,4.414kWh/kW,57W,72W,0.005kW/kW,23.6C,231.9V,8.278kWh,588W
20/08/2024,7:30PM,65.346kWh,4.414kWh/kW,78W,96W,0.006kW/kW,23.6C,228.0V,8.229kWh,960W
20/08/2024,7:25PM,65.338kWh,4.413kWh/kW,116W,168W,0.011kW/kW,23.6C,232.7V,8.149kWh,432W
20/08/2024,7:20PM,65.324kWh,4.412kWh/kW,142W,204W,0.014kW/kW,24.0C,232.7V,8.113kWh,516W
20/08/2024,7:15PM,65.307kWh,4.411kWh/kW,184W,264W,0.018kW/kW,24.2C,232.1V,8.070kWh,624W
20/08/2024,7:10PM,65.285kWh,4.410kWh/kW,198W,300W,0.020kW/kW,24.2C,229.4V,8.018kWh,312W
20/08/2024,7:05PM,65.260kWh,4.408kWh/kW,293W,348W,0.024kW/kW,24.2C,231.6V,7.992kWh,360W
20/08/2024,7:00PM,65.231kWh,4.406kWh/kW,362W,372W,0.025kW/kW,24.6C,230.7V,7.962kWh,372W
20/08/2024,6:55PM,65.200kWh,4.404kWh/kW,401W,396W,0.027kW/kW,24.6C,230.6V,7.931kWh,672W
20/08/2024,6:50PM,65.167kWh,4.402kWh/kW,417W,408W,0.028kW/kW,24.6C,229.8V,7.875kWh,624W
20/08/2024,6:45PM,65.133kWh,4.399kWh/kW,435W,480W,0.032kW/kW,24.6C,229.2V,7.823kWh,588W
20/08/2024,6:40PM,65.093kWh,4.397kWh/kW,502W,540W,0.036kW/kW,24.6C,228.0V,7.774kWh,456W
20/08/2024,6:35PM,65.048kWh,4.394kWh/kW,513W,516W,0.035kW/kW,24.6C,228.3V,7.736kWh,492W
20/08/2024,6:30PM,65.005kWh,4.391kWh/kW,577W,720W,0.049kW/kW,25.1C,231.0V,7.695kWh,372W
